제목,카테고리1,카테고리2,카테고리3,지역명,시군구명
궁한스 샤브샤브,음식,음식점,한식,제주도,서귀포시
놀맨,음식,음식점,한식,제주도,제주시
강릉해변메밀막국수,음식,음식점,한식,경기도,김포시
강촌횟집,음식,음식점,한식,경기도,평택시
다원가든,음식,음식점,한식,경기도,김포시
등대횟집,음식,음식점,한식,경기도,평택시
사랑방화로구이,음식,음식점,한식,경기도,평택시
한순자손칼국수,음식,음식점,한식,서울,중구
은호식당,음식,음식점,한식,서울,중구
진주집,음식,음식점,한식,서울,중구
닭진미(구. 강원집),음식,음식점,한식,서울,중구
어비가든(구. 어부의 집),음식,음식점,한식,경기도,양평군
가고파식당,음식,음식점,한식,경상북도,문경시
광성식당,음식,음식점,한식,경상북도,문경시
문경새재두메산골,음식,음식점,한식,경상북도,문경시
왕의짬뽕,음식,음식점,중식,경기도,양평군
서울설렁탕,음식,음식점,한식,경기도,양평군
문경식당,음식,음식점,한식,경상북도,문경시
새재할매집,음식,음식점,한식,경상북도,문경시
새재왕건집,음식,음식점,한식,경상북도,문경시
하늘재식당,음식,음식점,한식,경상북도,문경시
백제정육점,음식,음식점,한식,서울,종로구
호남집,음식,음식점,한식,서울,종로구
우리곱창,음식,음식점,한식,서울,종로구
세븐스프링스(강남점),음식,음식점,패밀리레스토랑,서울,서초구
세븐스프링스(부산센텀시티점),음식,음식점,패밀리레스토랑,부산,해운대구
세븐스프링스(잠실나루점),음식,음식점,패밀리레스토랑,서울,송파구
세븐스프링스(잠실 롯데월드점),음식,음식점,패밀리레스토랑,서울,송파구
세븐스프링스(창원점),음식,음식점,패밀리레스토랑,경상남도,창원시
세븐스프링스(청계천점),음식,음식점,패밀리레스토랑,서울,종로구
신창댁,음식,음식점,한식,충청남도,아산시
인도로가는길 레스토랑,음식,음식점,아시아식,서울,종로구
오양회참치,음식,음식점,일식,서울,중구
다솔돌솥밥,음식,음식점,한식,제주도,서귀포시
돼지꿈,음식,음식점,한식,제주도,제주시
모드락572,음식,음식점,카페/전통찻집,제주도,서귀포시
이가네부대찌개,음식,음식점,한식,경기도,양평군
전주횟집,음식,음식점,한식,경기도,평택시
최네집,음식,음식점,한식,경기도,평택시
토속삼계탕,음식,음식점,한식,경기도,시흥시
고려조삼계탕(금남점),음식,음식점,한식,광주,동구
대관,음식,음식점,한식,광주,서구
산울림,음식,음식점,카페/전통찻집,광주,북구
중심사 중앙식당 (충장로점),음식,음식점,한식,광주,동구
이하정간장게장 서울본점,음식,음식점,한식,서울,송파구
미친아낙네,음식,음식점,한식,서울,강남구
예카페 (yeahcafe),음식,음식점,카페/전통찻집,서울,종로구
"위 샐러듀(We, Saladu)",음식,음식점,이색음식점,서울,서대문구
백년토종삼계탕,음식,음식점,한식,서울,종로구
고운빛,음식,음식점,한식,세종특별자치시,세종특별자치시
금성한우마을,음식,음식점,한식,대전,중구
면가,음식,음식점,한식,대전,중구
한쌈회 어가,음식,음식점,한식,대전,동구
연백호,음식,음식점,한식,인천,강화군
유일8호,음식,음식점,한식,인천,강화군
청강횟집,음식,음식점,한식,인천,강화군
식물원K,음식,음식점,이색음식점,경기도,용인시
해상공원횟집,음식,음식점,한식,경기도,시흥시
서해횟집,음식,음식점,한식,경기도,시흥시
인천집,음식,음식점,한식,인천,중구
하드록카페서울,음식,음식점,서양식,서울,송파구
황두루미,음식,음식점,한식,대구,동구
궁,음식,음식점,한식,전라북도,전주시
수리뫼,음식,음식점,한식,경상북도,경주시
크림바바,음식,음식점,카페/전통찻집,서울,강남구
운악산의뜰,음식,음식점,한식,경기도,포천시
도랑골어죽매운탕,음식,음식점,한식,전라북도,전주시
논현삼계탕,음식,음식점,한식,서울,중구
정통사누끼우동 카가와,음식,음식점,일식,서울,중구
베네치아 펜션,음식,음식점,한식,울산,울주군
코리안덕 종로점,음식,음식점,한식,서울,종로구
바다는안보여요,음식,음식점,카페/전통찻집,제주도,제주시
바다생선구이맛집,음식,음식점,한식,제주도,제주시
바당회국수,음식,음식점,한식,제주도,제주시
백기해녀의집,음식,음식점,한식,제주도,서귀포시
삼복가든,음식,음식점,한식,제주도,제주시
새둥지,음식,음식점,한식,제주도,제주시
성미가든,음식,음식점,한식,제주도,제주시
어부랑누이랑,음식,음식점,한식,제주도,서귀포시
옛고을돼지국밥,음식,음식점,한식,제주도,서귀포시
오늘은 회,음식,음식점,한식,제주도,서귀포시
용두암해촌,음식,음식점,한식,제주도,제주시
장원식당,음식,음식점,한식,제주도,서귀포시
제주본가,음식,음식점,한식,제주도,제주시
오름가든,음식,음식점,한식,제주도,제주시
제주슬로비,음식,음식점,이색음식점,제주도,제주시
지미봉가든,음식,음식점,한식,제주도,제주시
카페 하루하나,음식,음식점,카페/전통찻집,제주도,제주시
커리왈라,음식,음식점,아시아식,제주도,제주시
콘브리오,음식,음식점,카페/전통찻집,제주도,서귀포시
통큰낙지 서귀포점,음식,음식점,한식,제주도,서귀포시
해락원,음식,음식점,한식,제주도,제주시
커피볶는집 e브엘세바 서귀점,음식,음식점,카페/전통찻집,제주도,서귀포시
계경순대국 종로3가점,음식,음식점,한식,서울,종로구
영일분식,음식,음식점,한식,서울,영등포구
문배동 육칼,음식,음식점,한식,서울,용산구
중심,음식,음식점,한식,서울,용산구
황할머니갈비찌개,음식,음식점,한식,충청북도,청주시
고궁의 아침,,,한식,서울,종로구
나주곰탕 나주전,음식,음식점,한식,서울,동대문구
대성옥,음식,음식점,한식,서울,종로구
델리 홍대점,음식,음식점,아시아식,서울,마포구
동방명주,음식,음식점,중식,서울,중구
방일해장국 정동점,음식,음식점,한식,서울,중구
부산아지매국밥 선릉역점,음식,음식점,한식,서울,강남구
서울깍두기,음식,음식점,한식,서울,마포구
서촌국시,음식,음식점,한식,서울,종로구
원당감자탕 서소문점,음식,음식점,한식,서울,중구
순두부와 청국장 그리고 전,음식,음식점,한식,서울,종로구
통나무집,음식,음식점,한식,서울,서초구
하코야 충무로점,음식,음식점,일식,서울,중구
한일장,음식,음식점,한식,서울,종로구
안동국시 소호정,음식,음식점,한식,경기도,고양시
한방전주콩나물국밥,음식,음식점,한식,경기도,평택시
길목집,음식,음식점,한식,경기도,용인시
육쌈냉면,음식,음식점,한식,인천,부평구
시골쌈밥,음식,음식점,한식,인천,중구
맘마쿡,음식,음식점,서양식,서울,영등포구
대우수산물회센터,음식,음식점,한식,충청남도,태안군
싱싱조개구이횟집,음식,음식점,한식,충청남도,당진시
약선공양간,음식,음식점,한식,충청남도,예산군
왜목해맞이수산,음식,음식점,한식,충청남도,당진시
조개랑회랑,음식,음식점,일식,충청남도,보령시
천안수산,음식,음식점,한식,충청남도,홍성군
토속식당수덕사,음식,음식점,한식,충청남도,예산군
유씨네부엌,음식,음식점,한식,대전,중구
패밀리농원,음식,음식점,한식,광주,북구
금강호관광지 삼풍식당,음식,음식점,한식,전라북도,군산시
남원원조시골추어탕,음식,음식점,한식,전라북도,남원시
서해바다횟집,음식,음식점,한식,전라북도,부안군
선비고을,음식,음식점,한식,전라북도,남원시
성가정식당,음식,음식점,한식,전라북도,순창군
수복회관,음식,음식점,한식,전라북도,전주시
에루화,음식,음식점,한식,전라북도,전주시
3대곰탕,음식,음식점,한식,전라남도,장흥군
가을빛묵은지,음식,음식점,한식,전라남도,장성군
헤븐뜰,음식,음식점,한식,전라남도,보성군
레일가든,음식,음식점,한식,전라남도,곡성군
선비촌,음식,음식점,한식,전라남도,순천시
수자타,음식,음식점,한식,광주,동구
순천만일번가,음식,음식점,한식,전라남도,순천시
옥빈관,음식,음식점,한식,전라남도,담양군
유성횟집,음식,음식점,한식,전라남도,목포시
장독대떡갈비,음식,음식점,한식,전라남도,무안군
강천각식당,음식,음식점,한식,전라북도,순창군
녹차잎먹인돼지,음식,음식점,한식,전라남도,보성군
뜰과다원,음식,음식점,카페/전통찻집,서울,종로구
간월포구 영양굴밥,음식,음식점,한식,충청남도,서산시
아웃백스테이크하우스(평택점),음식,음식점,패밀리레스토랑,경기도,평택시
삼오기사님식당,음식,음식점,한식,부산,영도구
신남불고기,음식,음식점,한식,강원도,춘천시
산채설악스케치,음식,음식점,한식,강원도,속초시
추암횟집,음식,음식점,한식,강원도,동해시
반월성화덕피자,음식,음식점,서양식,경상북도,경주시
한우와 된장,음식,음식점,한식,경상북도,안동시
전통손칼국수,음식,음식점,한식,경상북도,경주시
거북이횟집,음식,음식점,한식,경상북도,포항시
한마음식당,음식,음식점,한식,경상남도,통영시
청수골냉면,음식,음식점,한식,경상남도,함양군
청운식당,음식,음식점,한식,제주도,서귀포시
조개미집,음식,음식점,한식,전라북도,부안군
전통옛날손짜장,음식,음식점,중식,경상북도,상주시
원주 한우촌,음식,음식점,한식,강원도,원주시
장수돌판삼겹살,음식,음식점,한식,강원도,원주시
직탕가든,음식,음식점,한식,강원도,철원군
달인디아 (dalindia),음식,음식점,아시아식,서울,강남구
요리하는남자,음식,음식점,서양식,서울,송파구
몬테비안코,음식,음식점,서양식,경기도,평택시
갱번횟집,음식,음식점,한식,경상남도,남해군
씨맨스(실안선상카페),음식,음식점,카페/전통찻집,경상남도,사천시
COFFEE LEH,음식,음식점,카페/전통찻집,경상남도,사천시
그릭슈바인 (양재점),음식,음식점,서양식,서울,서초구
그릭슈바인 (SPC스퀘어 강남점),음식,음식점,서양식,서울,강남구
쌈도둑,음식,음식점,한식,경기도,안양시
남해소반,음식,음식점,한식,경기도,성남시
생선초밥집,음식,음식점,일식,경기도,성남시
셰프의 국수전(분당수내역점),음식,음식점,한식,경기도,성남시
코롬방제과,음식,음식점,카페/전통찻집,전라남도,목포시
중화루,음식,음식점,중식,전라남도,목포시
못난이빵 (본점),음식,음식점,카페/전통찻집,전라남도,목포시
토계정,음식,음식점,한식,제주도,제주시
슈만과 클라라 (포항점),음식,음식점,카페/전통찻집,경상북도,포항시
다미촌,음식,음식점,한식,경상북도,포항시
경주종가집,음식,음식점,한식,경상북도,포항시
별미복 별미회,음식,음식점,한식,경상북도,포항시
까꾸네 모리국수,음식,음식점,한식,경상북도,포항시
철규분식,음식,음식점,한식,경상북도,포항시
길손식당,음식,음식점,한식,경상북도,영천시
춘산식당,음식,음식점,한식,경상남도,산청군
늘비식당,음식,음식점,한식,경상남도,산청군
순희네빈대떡,음식,음식점,한식,서울,종로구
박가네빈대떡,음식,음식점,한식,서울,종로구
죽미인,음식,음식점,한식,서울,마포구
